job_id,job_benefits
2033714,"<p>Outstanding career development opportunities<br />High performance &amp; dynamic working environment<br />Great employment benefits<br />Negotiate<br />Insurance Coverage<br />Allowance &amp; additional salary payment<br />Salary Review Annually<br />18 days full paid leave per year<br />Training &amp; Development<br />Annually Health Checkup</p>, "
2033733,"<p>Mức lương cạnh tranh dựa tr&ecirc;n Kiến thức, kinh nghiệm của mỗi c&aacute; nh&acirc;n (Trao đổi khi tr&uacute;ng tuyển)<br />Được hưởng chế độ Bảo hiểm theo luật lao động v&agrave; chương tr&igrave;nh ABBANK CARE (chế độ đ&atilde;i ngộ, ph&uacute;c lợi bổ sung d&agrave;nh cho to&agrave;n thể c&aacute;n bộ nh&acirc;n vi&ecirc;n ABBANK).<br />Được vay ưu đ&atilde;i (l&atilde;i suất hấp dẫn) d&agrave;nh cho c&aacute;n bộ nh&acirc;n vi&ecirc;n ABBANK.<br />M&ocirc;i trường năng động v&agrave; s&aacute;ng tạo, ph&aacute;t huy tối đa năng lực bản th&acirc;n, điều kiện l&agrave;m việc tốt, đầy đủ phương tiện, thiết bị, c&oacute; cơ hội tham gia đ&agrave;o tạo, thăng tiến, ph&aacute;t triển sự nghiệp.<br />Tham gia c&aacute;c hoạt động văn h&oacute;a ngoại kh&oacute;a (Team building, hội thao, văn nghệ...);<br />Cung cấp thiết bị l&agrave;m việc, m&aacute;y t&iacute;nh x&aacute;ch tay<br />Du lịch<br />Thưởng<br />Đ&agrave;o tạo<br />Chế độ nghỉ ph&eacute;p<br />Bảo hiểm, phụ cấp<br />Chăm s&oacute;c sức khỏe<br />Tăng lương định kỳ<br />L&agrave;m việc: T2 -T6</p>, "
2033737,"Performance Bonuses, 13th Month Salary, Potential for International Travel for Training, Team Building Activities, Interaction with high level senior executives internationally, Opportunity for growth, "
2033741,"<p>Outstanding career development opportunities<br />High performance &amp; dynamic working environment<br />Great employment benefits<br />Negotiate<br />Insurance Coverage<br />Allowance &amp; additional salary payment<br />Salary Review Annually<br />18 days full paid leave per year<br />Training &amp; Development<br />Annually Health Checkup</p>, "
2033743,"Mức thu nhập, phụ cấp, thưởng cạnh tranh, Thưởng thành tích cuối năm, Gói chế độ phúc lợi hấp dẫn và độc đáo cho CBNV như Nghỉ phép ngày sinh nhật bản thân, Bảo hiểm sức khỏe VietABank Care dành cho CBNV và ưu đãi dành cho người thân, Lộ trình phát triển sự nghiệp lâu dài, Môi trường nhiều hoạt động, cuộc thi, sự kiện nội bộ hấp dẫn thú vị như VAB's Shark Tank, VAB's Got Talent, cuộc thi ảnh 20/10, Noel,..., Du lịch hàng năm, Được truyền động lực, được đào tạo và huấn luyện qua từng study case bởi đội ngũ chuyên gia giàu kinh nghiệm, Cơ hội thăng tiến vượt bậc cùng phụ cấp riêng cho CBNV tham gia Chương trình Cán bộ Nguồn “VAB NextGen”, "
2033745,"Mức thu nhập, phụ cấp, thưởng cạnh tranh, Thưởng thành tích cuối năm, Gói chế độ phúc lợi hấp dẫn và độc đáo cho CBNV như Nghỉ phép ngày sinh nhật bản thân, Bảo hiểm sức khỏe VietABank Care dành cho CBNV và ưu đãi dành cho người thân, Lộ trình phát triển sự nghiệp lâu dài, Môi trường nhiều hoạt động, cuộc thi, sự kiện nội bộ hấp dẫn thú vị như VAB's Shark Tank, VAB's Got Talent, cuộc thi ảnh 20/10, Noel,..., Du lịch hàng năm, Được truyền động lực, được đào tạo và huấn luyện qua từng study case bởi đội ngũ chuyên gia giàu kinh nghiệm, Cơ hội thăng tiến vượt bậc cùng phụ cấp riêng cho CBNV tham gia Chương trình Cán bộ Nguồn “VAB NextGen”, "
2033747,"<p>Outstanding career development opportunities<br />High performance &amp; dynamic working environment<br />Great employment benefits<br />Negotiate<br />Insurance Coverage<br />Allowance &amp; additional salary payment<br />Salary Review Annually<br />18 days full paid leave per year<br />Training &amp; Development<br />Annually Health Checkup</p>, "
2033749,"<p>Outstanding career development opportunities<br />High performance &amp; dynamic working environment<br />Great employment benefits<br />Negotiate<br />Insurance Coverage<br />Allowance &amp; additional salary payment<br />Salary Review Annually<br />18 days full paid leave per year<br />Training &amp; Development<br />Annually Health Checkup</p>, "
2033752,"<p>A diverse and open working culture, where your true identity is celebrated.<br />Multiple career opportunities to rotate within Functions or cross-functions.<br />Your wellbeing will be taken care by our Health &amp; Safety Team since Day 1.<br />Be a part of our sustainability journey in Brewing the Better Vietnam.<br />Performance appraisal twice a year to guarantee constructive feedback<br />Performance bonus (estimated at least 3 months) and 13th month salary bonus<br />Bao Viet Insurance for employees and family<br />Annual leave: 18 days/year<br />Flexible benefit voucher<br />80% lunch in canteen<br />Annual team building, Town hall, YEP<br />Gift for special holidays and sponsor traveling ticket in Tet Holiday<br />Từ thứ 2 đến thứ 6 (S&aacute;ng 8h00-12h00, Chiều 13h00-17h00)</p>, "
2033767,"<p>Working time: Mon-Fri, Hybrid working mode (WFH available)<br />13th Salary + Year-End Reward (a half month) + Excellent Bonus (up to 5 months)<br />Special allowance for foreign language certificate (up to 500USD/month)<br />Full social package (SI, HI, UI) &amp; Premium healthcare insurance (Aon)<br />Annual Health Check at the top healthcare center<br />Up to 19 days of paid leave<br />Free Japanese class; 1:1 class with native teachers<br />Udemy account provided &amp; Sponsor examination fee for technical certificates such as AWS, Azure, PMP, etc and get the incentive (up to 10M)<br />Many company activities to tighten the relationship between employees: Company trip, Year-end Event, Team building, Sports Day, Family Day, Outing Trip, etc.<br />Reward Most Valuable Player (MVP) for individual &amp; team twice a year<br />Sport clubs provided (100% sponsored by company): Football, Badminton<br />Professional environment with clear procedures and good working facilities<br />Onsite opportunities: short-term and long-term assignments in Japan, and APAC.</p>, "
